15,2,1,13,2,2,0,7,0,7,3,1,2,3,12,2,0,4,25,0,10,0,2,0,0,1,2,10,8,3,0,0,0,0,0,2,0,0,20,7,2,1,8,0,0,0,3,1,2,1,1,1,0,3,1,0,2,0,0,1,0,1,0,1,3,0,2,1,1,0,2,0,5,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,2,1,1,0,1,1,0,1,3,0,2,0,0,1,8,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,12,12,6,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,1,5,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,1,1,12,13,1,1,4,2,0,1,2,0,1,0,0,0,0
11,19,0,24,10,7,1,4,0,3,0,1,5,2,20,3,1,3,11,2,8,1,0,0,0,0,5,11,3,3,0,0,0,0,0,0,0,0,31,11,2,1,10,1,1,1,1,0,7,1,2,2,0,0,0,0,3,1,0,0,0,0,0,2,4,0,0,0,1,2,2,0,0,2,0,1,0,2,5,0,0,0,2,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,1,1,2,0,0,1,0,0,2,7,0,1,0,0,1,7,0,2,2,1,4,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,4,17,12,2,10,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,0,0,0,1,0,1,0,5,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,11,6,2,0,2,1,0,3,1,0,0,0,0,0,0
13,3,13,8,5,3,2,4,1,12,0,2,7,4,27,0,0,1,34,6,7,0,1,0,0,1,6,16,2,9,0,2,0,0,0,3,1,0,18,5,3,0,15,1,0,0,1,1,2,0,1,2,0,1,0,0,4,0,2,1,1,1,0,2,6,0,2,3,2,2,4,2,6,0,0,2,1,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,10,1,0,0,1,2,0,2,8,2,0,1,1,2,12,2,3,1,4,4,2,0,0,1,0,0,0,0,0,0,0,0,3,3,0,4,3,11,0,9,23,23,11,18,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,1,0,0,1,0,0,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,18,17,6,2,1,4,0,0,6,0,0,0,0,0,0
11,7,3,31,3,3,2,2,0,4,1,0,1,0,17,0,0,1,17,2,4,0,0,0,2,0,3,10,0,5,0,0,0,0,0,0,2,1,19,3,2,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,2,0,0,1,0,0,5,2,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,4,1,0,0,0,0,7,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,13,14,1,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,2,0,0,0,0,0,7,1,0,0,1,1,0
7,7,0,11,22,5,0,2,0,5,0,0,2,2,19,3,2,3,31,1,6,0,1,0,0,0,6,7,4,4,0,1,0,1,0,2,1,3,12,10,1,1,11,3,0,0,0,0,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,4,0,3,1,1,3,2,0,1,2,0,1,0,0,8,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,6,1,1,0,1,0,1,0,2,2,0,1,1,0,12,0,5,1,3,3,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,3,0,7,19,23,16,15,0,1,0,0,0,1,0,0,0,4,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,1,0,0,4,1,0,4,1,1,0,0,0,0,2,2,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,7,19,3,1,1,3,1,1,1,0,1,0,0,0,0
13,7,0,11,11,12,1,8,0,3,3,0,2,0,17,1,0,0,14,1,6,0,1,0,0,1,5,4,1,5,0,1,0,0,0,0,0,1,13,3,1,0,8,3,0,0,1,1,2,0,1,1,0,0,0,0,4,1,0,1,0,1,0,0,2,0,2,0,2,5,1,1,5,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,1,2,0,0,0,0,0,6,1,4,2,1,2,2,0,0,1,0,0,0,0,0,0,2,1,0,3,0,6,2,1,0,10,15,23,6,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,11,6,0,1,0,1,1,0,0,0,0,3,1,0
7,0,1,3,1,1,7,11,1,10,8,1,9,0,12,6,0,0,49,1,7,1,1,1,0,3,5,5,2,8,1,0,0,0,0,2,1,0,8,5,1,0,6,2,1,1,1,0,5,0,0,0,0,0,0,0,3,0,0,0,1,3,0,2,3,0,1,0,1,1,0,1,4,2,0,3,0,3,4,2,0,1,1,0,0,0,0,1,0,0,1,1,1,2,1,4,0,0,1,0,0,3,0,1,0,1,2,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,3,0,3,16,24,6,10,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,2,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,9,4,1,0,2,0,0,4,0,1,1,0,0,0
1,0,8,4,0,1,2,14,3,6,4,2,15,0,3,0,0,0,28,1,5,2,1,0,0,0,3,5,1,3,0,0,0,0,0,1,0,0,8,1,1,1,11,0,0,2,1,0,1,0,2,1,0,0,0,2,3,0,0,0,0,3,1,3,5,0,1,0,0,1,1,1,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0,10,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,3,0,0,6,10,2,10,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,7,0,1,1,0,1,1,0,2,0,0,0,0
2,2,4,4,0,2,8,11,8,16,2,1,10,0,12,3,3,0,67,1,3,1,2,0,0,3,3,13,3,9,1,0,0,1,0,0,1,0,10,7,1,0,10,0,0,2,0,0,7,0,1,0,1,0,0,0,2,0,0,0,0,1,0,5,4,1,0,1,1,7,1,0,6,0,0,3,0,2,4,0,0,1,8,0,1,1,0,0,0,0,1,1,0,4,2,0,1,0,1,2,1,0,0,1,0,2,1,0,1,1,2,0,0,0,1,6,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,4,0,2,23,23,8,12,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,9,5,8,1,1,8,0,1,5,0,4,0,0,0,0
5,2,2,2,1,3,0,13,1,25,4,1,5,0,16,2,1,0,50,3,7,2,0,0,0,0,1,15,3,11,0,0,0,0,0,1,1,0,12,6,2,2,12,0,0,1,1,2,0,0,0,1,0,0,0,0,7,1,0,0,0,2,0,1,3,1,1,1,4,0,7,1,3,1,1,2,1,1,7,0,0,1,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2,0,0,0,1,2,11,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,4,1,3,0,5,15,19,11,14,0,0,0,0,0,1,0,2,0,1,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,8,5,6,1,1,5,0,0,1,0,0,0,0,0,0
